ACT Symbol,Company Name
PSA$Y,Public Storage Dep Shs Repstg 1/1000th Pfd Sh Ben Int Ser Y
PSA$Z,Public Storage Dep Shs Representing 1/1000th Pfd Sh Ben Int Ser Z
PSB,"PS Business Parks, Inc. Common Stock"
PSB$T,"PS Business Parks, Inc. Depositary Shares Representing 1/1000th Preferred Series T"
PSB$U,"PS Business Parks, Inc. Dep Shs Repstg 1/1000 Pfd Ser U"
PSB$V,"PS Business Parks, Inc. Depositary Shares Represting 1/1000th Shares Cumulative Preferred Stock Series V"
PSB$W,"PS Business Parks, Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.20% Cumulative Preferred Stock, Series W"
PSO,"Pearson, Plc Common Stock"
PSTG,"Pure Storage, Inc. Class A Common Stock"
PSX,Phillips 66 Common Stock
PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership
PTHN,"Patheon N.V. Ordinary shares, par value 0.01 per share"
PTR,PetroChina Company Limited Common Stock
PUK,Prudential Public Limited Company Common Stock
PUK$,Prudential Public Limited Company 6.75% Perpetual Subordinated Captial Security
PUK$A,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non
PUMP,ProPetro Holding Corp. Common Stock
PVG,"Pretium Resources, Inc. Ordinary Shares (Canada)"
PVH,PVH Corp. Common Stock
PVTD,"PrivateBancorp, Inc. 7.125% Subordinated Debentures due 2042"
PWE,Penn West Petroleum Ltd
PWR,"Quanta Services, Inc. Common Stock"
PX,"Praxair, Inc. Common Stock"
PXD,Pioneer Natural Resources Company Common Stock
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD
PYT,PPlus Tr GSC
PZE,Petrobras Argentina S.A. ADS
PZN,Pzena Investment Management Inc Class A Common Stock
Q,"Quintiles IMS Holdings, Inc. Common Stock"
QCP,"Quality Care Properties, Inc. Common Stock "
QEP,"QEP Resources, Inc. Common Stock"
QHC,Quorum Health Corporation Common Stock 
QSR,Restaurant Brands International Inc. Common Shares
QTM,Quantum Corporation Common Stock
QTS,"QTS Realty Trust, Inc. Class A Common Stock"
QTWO,"Q2 Holdings, Inc. Common Stock"
QUAD,"Quad Graphics, Inc Class A Common Stock"
QUOT,Quotient Technology Inc. Common Stock
R,"Ryder System, Inc. Common Stock"
RACE,Ferrari N.V. Common Shares
RAD,Rite Aid Corporation Common Stock
RAI,Reynolds American Inc Common Stock
RAS,RAIT Financial Trust New Common Shares of Beneficial Interest
RAS$A,RAIT Financial Trust  7.75% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
RAS$B,RAIT Financial Trust 8.375% Series B Cumulative Redeemable Preferred Shares of Beneficial Interest
RAS$C,RAIT Financial Trust 8.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
RATE,"Bankrate, Inc. Common Stock"
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock
RBC,Regal Beloit Corporation Common Stock
RBS,Royal Bank of Scotland Group Plc New (The) ADS
RBS$F,Royal Bank of Scotland Group Plc (The) Preferred Stock
RBS$H,Royal Bank of Scotland Group Plc (The) Preferred Stock
RBS$L,Royal Bank of Scotland Group Plc (The) ADR representing One Non
RBS$S,Royal Bank of Scotland Group Plc (The) Sponsored ADR Repstg Pref Ser S (United Kingdom)
RCI,"Rogers Communication, Inc. Common Stock"
RCL,Royal Caribbean Cruises Ltd. Common Stock
RDC,Rowan Companies plc Class A Ordinary Shares
RDN,Radian Group Inc. Common Stock
RDS.A,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares)
RDS.B,Royal Dutch Shell PLC Royal Dutch Shell PLC American Depositary Shares (Each representing two Class B Ordinary Shares)
RDY,Dr. Reddy's Laboratories Ltd Common Stock
RE,"Everest Re Group, Ltd. Common Stock"
REG,Regency Centers Corporation Common Stock
REG$G,Regency Centers Corporation Pfd Ser 7%
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share)
REN,Resolute Energy Corporation Comon Stock
RENN,"Renren Inc. American Depositary Shares, each representing fifteen Class A ordinary shares"
RENX,RELX N.V. American Depositary Shares (Each representing One Ordinary Share)
RES,"RPC, Inc. Common Stock"
RESI,Altisource Residential Corporation Common Stock
REV,"Revlon, Inc. New Common Stock"
REVG,"REV Group, Inc. Common Stock"
REX,REX American Resources Corporation
REXR,"Rexford Industrial Realty, Inc. Common Stock"
REXR$A,"Rexford Industrial Realty, Inc. 5.875% Series A Cumulative Redeemable Preferred Stock"
RF,Regions Financial Corporation Common Stock
RF$A,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series A
RF$B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B
RFP,Resolute Forest Products Inc. Common Stock
RFT,RAIT Financial Trust 7.625% Senior Notes due 2024
RFTA,RAIT Financial Trust 7.125% Senior Notes due 2019
RGA,"Reinsurance Group of America, Incorporated Common Stock"
RGC,Regal Entertainment Group Class A Common Stock
RGR,"Sturm, Ruger & Company, Inc. Common Stock"
RGS,Regis Corporation Common Stock
RGT,"Royce Global Value Trust, Inc. Common Stock"
RH,RH Common Stock
RHI,Robert Half International Inc. Common Stock
RHP,"Ryman Hospitality Properties, Inc. (REIT)"
RHT,"Red Hat, Inc. Common Stock"
RIC,"Richmont Mines, Inc. Common Stock"
RICE,Rice Energy Inc. Common Stock
RIG,Transocean Ltd (Switzerland) Common Stock
RIO,Rio Tinto Plc Common Stock
RJF,"Raymond James Financial, Inc. Common Stock"
RL,Ralph Lauren Corporation Common Stock
RLGY,Realogy Holdings Corp. Common Stock
RLH,Red Lions Hotels Corporation Common Stock
RLI,RLI Corp. Common Stock
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value
RM,Regional Management Corp. Common Stock
RMAX,"RE/MAX Holdings, Inc. Class A Common Stock"
RMD,ResMed Inc. Common Stock
RMP,Rice Midstream Partners LP Common Units representing limited partner interests
RMT,Royce Micro
RNG,"Ringcentral, Inc. Class A Common Stock"
RNR,RenaissanceRe Holdings Ltd. Common Stock
RNR$C,RenaissanceRe Holdings Ltd. 6.08% Series C Preference Shares
RNR$E,RenaissanceRe Holdings Ltd. 5.375% Series E Preference Shares
ROG,Rogers Corporation Common Stock
ROK,"Rockwell Automation, Inc. Common Stock"
ROL,"Rollins, Inc. Common Stock"
ROP,"Roper Technologies, Inc. Common Stock"
ROYT,Pacific Coast Oil Trust Units of Beneficial Interest
RPAI,"Retail Properties of America, Inc. Class A Common Stock"
RPAI$A,"Retail Properties of America, Inc. Pfd Ser A %"
RPM,RPM International Inc. Common Stock
RPT,Ramco
RPT$D,Ramco
RRC,Range Resources Corporation Common Stock
RRD,R.R. Donnelley & Sons Company Common Stock
RRTS,"Roadrunner Transportation Systems, Inc Common Stock"
RS,Reliance Steel & Aluminum Co. Common Stock (DE)
RSG,"Republic Services, Inc. Common Stock"
RSO,Resource Capital Corp. Resource Capital Corp. Common Stock
RSO$A,Resource Capital Corp. 8.50% Series A Cumulative Redeemable Preferred Stock
RSO$B,Resource Capital Corp. Pfd Ser B
RSO$C,Resource Capital Corp. Preferred Series C
RSPP,"RSP Permian, Inc. Common Stock"
RST,"Rosetta Stone Rosetta Stone, Inc."
RT,"Ruby Tuesday, Inc. Common Stock"
RTEC,"Rudolph Technologies, Inc. Common Stock"
RTN,Raytheon Company Common Stock
RUBI,"The Rubicon Project, Inc. Common Stock"
RVT,"Royce Value Trust, Inc. Common Stock"
RWT,"Redwood Trust, Inc. Common Stock"
RXN,Rexnord Corporation Common Stock
RXN$A,"Rexnord Corporation Depositary Shares, each representing a 1/20th interest in a share of 5.75% Series A Mandatory Convertible Preferred Stock"
RY,Royal Bank Of Canada Common Stock
RY$S,Royal Bank Of Canada 5.50% Non
RY$T,"Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares, Series C"
RYAM,Rayonier Advanced Materials Inc. Common Stock
RYAM$A,Rayonier Advanced Materials Inc. 8.00% Series A Mandatory Convertible Preferred Stock
RYI,Ryerson Holding Corporation Common Stock
RYN,Rayonier Inc. REIT Common Stock
RZA,"Reinsurance Group of America, Incorporated 6.20% Fixed"
RZB,"Reinsurance Group of America, Incorporated 5.75% Fixed"
S,Sprint Corporation Common Stock
SA,"Seabridge Gold, Inc. Ordinary Shares (Canada)"
SAB,Saratoga Investment Corp 6.75% Notes due 2023
SAH,"Sonic Automotive, Inc. Common Stock"
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock
SALT,Scorpio Bulkers Inc. Common Stock
SAM,"Boston Beer Company, Inc. (The) Common Stock"
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)"
SAN$A,"Banco Santander, S.A. 6.80% Non"
SAN$B,Santander Finance Preferred SA Unipersonal Floating Rate Non
SAN$C,"Banco Santander, S.A. 6.50% Non"
SAN$I,"Banco Santander Central Hispano, S.A. Santander Finance Preferred S.A. Unipersonal 6.41% Non"
SAP,SAP  SE ADS
SAR,Saratoga Investment Corp New
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)"
SB$B,"Safe Bulkers, Inc 8.00% Series B Cumulative Redeemable Perpetual Preferred Shares"
SB$C,"Safe Bulkers, Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)"
SB$D,"Safe Bulkers, Inc Perpetual Preferred Series D (Marshall Islands)"
SBGL,Sibanye Gold Limited American Depositary Shares (Each representing four ordinary shares)
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock"
SBNA,Scorpio Tankers Inc. 6.75% Senior Notes due 2020
SBNB,Scorpio Tankers Inc. 7.50% Senior Notes Due 2017
SBR,Sabine Royalty Trust Common Stock
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo 
SBY,Silver Bay Realty Trust Corp. Common Stock
SC,Santander Consumer USA Holdings Inc. Common Stock
SCCO,Southern Copper Corporation Common Stock
SCE$F,Southern California Edison Trust I Trust Preferred Securities
SCE$G,SCE Trust II Trust Preferred Securities
SCE$H,SCE Trust III Fixed/Floating Rate Trust Preference Securities
SCE$J,Southern California Edison Company 5.375% Fixed
SCE$K,Southern California Edison Company 5.45% Fixed
SCG,SCANA Corporation Common Stock
SCHW,Charles Schwab Corporation (The) Common Stock
SCHW$B,Charles Schwab Corporation Depositary Shares Representing 1/40th Int Sh Non Cumulative Preferred Stock Series B
SCHW$C,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 6% Non
SCHW$D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non
SCI,Service Corporation International Common Stock
SCL,Stepan Company Common Stock
SCM,Stellus Capital Investment Corporation Common Stock
SCQ,Stellus Capital Investment Corporation 6.50% Notes due 2019
SCS,Steelcase Inc. Common Stock
SCX,L.S. Starrett Company (The) Common Stock
SD,"SandRidge Energy, Inc. Common Stock"
SDLP,Seadrill Partners LLC Common Units Representing Limited Liability Company Interests
SDR,SandRidge Mississippian Trust II Common Units representing Beneficial Interests
SDRL,Seadrill Limited Ordinary Shares (Bermuda)
SDT,SandRidge Mississippian Trust I Common Units of Beneficial Interest
SEAS,"SeaWorld Entertainment, Inc. Common Stock"
SEE,Sealed Air Corporation Common Stock
SEM,Select Medical Holdings Corporation Common Stock
SEMG,Semgroup Corporation Class A Common Stock
SEP,"Spectra Energy Partners, LP Common Units representing Limited Partner Interests"
SERV,"ServiceMaster Global Holdings, Inc. Common Stock"
SF,Stifel Financial Corporation Common Stock
SF$A,"Stifel Financial Corporation Depositary Shares, each representing a 1/1000th interest in a share of 6.25% Non"
SFE,"Safeguard Scientifics, Inc. New Common Stock"
SFL,Ship Finance International Limited
SFR,Colony Starwood Homes Common Shares of Beneficial Interes
SFS,"Smart & Final Stores, Inc. Common Stock"
SFUN,"Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares, HK$1.00 par value)"
SGM,Stonegate Mortgage Corporation Common Stock
SGU,"Star Gas Partners, L.P. Common Stock"
SGY,Stone Energy Corporation Common Stock
SGZA,"Selective Insurance Group, Inc. 5.875% Senior Notes due 2043"
SHAK,"Shake Shack, Inc. Class A Common Stock"
SHG,Shinhan Financial Group Co Ltd American Depositary Shares
SHI,"SINOPEC Shangai Petrochemical Company, Ltd. Common Stock"
SHLX,"Shell Midstream Partners, L.P. Common Units representing Limited Partner Interests"
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares"
SHO$E,"Sunstone Hotel Investors, Inc. 6.950% Series E Cumulative Redeemable Preferred Stock"
SHO$F,"Sunstone Hotel Investors, Inc. 6.450% Series F Cumulative Redeemable Preferred Stock"
SHOP,Shopify Inc. Class A Subordinate Voting Shares
SHW,Sherwin
SID,Companhia Siderurgica Nacional S.A. Common Stock
SIG,Signet Jewelers Limited Common Shares
SITE,"SiteOne Landscape Supply, Inc. Common Stock"
SIX,Six Flags Entertainment Corporation New Common Stock
SJI,"South Jersey Industries, Inc. Common Stock"
SJM,J.M. Smucker Company (The) New Common Stock
SJR,Shaw Communications Inc. Common Stock
SJT,San Juan Basin Royalty Trust Common Stock
SJW,SJW Group Common Stock (DE)
SKM,"SK Telecom Co., Ltd. Common Stock"
SKT,"Tanger Factory Outlet Centers, Inc. Common Stock"
SKX,"Skechers U.S.A., Inc. Common Stock"
SLB,Schlumberger N.V. Common Stock
SLCA,"U.S. Silica Holdings, Inc. Common Stock"
SLD,Sutherland Asset Management Corporation Common Stock
SLF,Sun Life Financial Inc. Common Stock
SLG,SL Green Realty Corporation Common Stock
SLG$I,SL Green Realty Corporation Preferred Series I
SLRA,Solar Capital Ltd. 6.75% Senior Notes due 2042
SLTB,Scorpio Bulkers Inc. 7.50% Senior Notes due 2019
SLW,Silver Wheaton Corp Common Shares (Canada)
SM,SM Energy Company Common Stock
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)
SMG,Scotts Miracle
SMI,Semiconductor  Manufacturing International Corporation ADR
SMLP,"Summit Midstream Partners, LP Common Units Representing Limited Partner Interests"
SMM,Salient Midstream Common Shares of Beneficial Interest
SMP,"Standard Motor Products, Inc. Common Stock"
SN,Sanchez Energy Corporation Common Stock
SNA,Snap
SNAP,Snap Inc. Class A Common Stock
SNE,Sony Corporation Common Stock
SNN,"Smith & Nephew SNATS, Inc. Common Stock"
SNOW,"Intrawest Resorts Holdings, Inc. Common Stock"
SNP,China Petroleum & Chemical Corporation Common Stock
SNR,New Senior Investment Group Inc. Common Stock
SNV,Synovus Financial Corp. Common Stock
SNV$C,Synovus Financial Corp. Perp Pfd Ser C Fxd To Fltg
SNX,Synnex Corporation Common Stock
SNY,Sanofi American Depositary Shares (Each repstg one
SO,Southern Company (The) Common Stock
SOJA,"Southern Company (The) Series 2015A 6.25% Junior Subordinated Notes due October 15, 2075"
SOJB,"Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1, 2076"
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares)
SON,Sonoco Products Company Common Stock
SOR,"Source Capital, Inc. Common Stock"
SOV$C,"Santander Holdings USA, Inc. Dep Shs repstg 1/1000 Perp Pfd Ser C"
SPA,Sparton Corporation Common Stock
SPB,"Spectrum Brands Holdings, Inc. Common Stock"
SPG,"Simon Property Group, Inc. Common Stock"
SPG$J,"Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock"
SPGI,S&P Global Inc. Common Stock
SPH,"Suburban Propane Partners, L.P. Common Stock"
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT
SPLP$A,"Steel Partners Holdings LP 6.0% Series A Preferred Units, no par value"
SPN,"Superior Energy Services, Inc. Common Stock"
SPR,"Spirit Aerosystems Holdings, Inc. Common Stock"
SPXC,SPX Corporation Common Stock
SQ,"Square, Inc. Class A Common Stock"
SQM,Sociedad Quimica y Minera S.A. Common Stock
SQNS,"Sequans Communications S.A. American Depositary Shares, each representing one Ordinary Share"
SR,Spire Inc. Common Stock
SRC,"Spirit Realty Capital, Inc. Common Stock"
SRE,Sempra Energy Common Stock
SRG,Seritage Growth Properties Class A Common Stock
SRI,"Stoneridge, Inc. Common Stock"
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests
SRT,"StarTek, Inc. Common Stock"
SSD,"Simpson Manufacturing Company, Inc. Common Stock"
SSI,"Stage Stores, Inc. Common Stock"
SSL,Sasol Ltd. American Depositary Shares
SSNI,"Silver Spring Networks, Inc. Common Stock"
SSP,E.W. Scripps Company (The) Common Stock
SSTK,"Shutterstock, Inc. Common Stock"
SSW,Seaspan Corporation Seaspan Corporation Common Shares
SSW$D,Seaspan Corporation Cumulative Redeemable Perpetual Preferred Series D (Marshall Islands)
SSW$E,Seaspan Corporation Cumulative Redeemable Perpetual Preferred Series E (Marshall Islands)
SSW$G,Seaspan Corporation 8.20% Cumulative Redeemable Perpetual Preferred Shares 
SSW$H,Seaspan Corporation 7.875% Cumulative Redeemable Perpetual Preferred Shares 
SSWN,Seaspan Corporation 6.375% Notes due 2019
ST,Sensata Technologies Holding N.V. Ordinary Shares
STAG,"Stag Industrial, Inc. Common Stock"
STAG$B,"Stag Industrial, Inc. Cum Pfd Ser B"
STAG$C,"Stag Industrial, Inc. 6.875% Series C Cumulative Redeemable Preferred Stock"
STAR,iStar Inc. Common Stock
STAR$D,iStar Inc. Series D Cumulative Redeemable Preferred Stock
STAR$E,iStar Inc. 7.875% Series E Cumulative Redeemable
STAR$F,iStar Inc. Series F Cumulative Redeemable Preferred Stock
STAR$G,iStar Inc. Series G Cumulative Redeemable Preferred Stock
STAR$I,iStar Inc. Series I Cumulative Redeemable Preferred Stock
STAY,"Extended Stay America, Inc. Common Stock"
STC,Stewart Information Services Corporation Common Stock
STE,STERIS plc Ordinary Shares
STI,"SunTrust Banks, Inc. Common Stock"
STI$A,"SunTrust Banks, Inc. Dep Shs repstg 1/4000 Perpetual Pfd Stk Ser A"
STI$E,"SunTrust Banks, Inc. Depositary Shares Representing Perpetual Preferred Series E"
STI.A,"SunTrust Banks, Inc. Class A Warrant (Expiring December 31, 2018)"
STI.B,"SunTrust Banks, Inc. Class B Warrant (Expiring November 14, 2018)"
STL,Sterling Bancorp
STM,STMicroelectronics N.V. Common Stock
STN,Stantec Inc Common Stock
STNG,Scorpio Tankers Inc. Common Shares
STO,Statoil ASA
STON,StoneMor Partners L.P. Common Unit Rep Limited Partnership Interests
STOR,STORE Capital Corporation Common Stock
STT,State Street Corporation Common Stock
STT$C,State Street Corporation Dep Shs Representing 1/4000 Ownership Int In Sh Non Cum (Perpertual Pfd Stk Ser C)
STT$D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D
STT$E,"State Street Corporation Depository Shares, each representing a 1/4,000th ownership interest in a share of Non"
STT$G,"State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a share of Fixed"
STV,"China Digital TV Holding Co., Ltd. American Depositary Shares"
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc."
STZ,"Constellation Brands, Inc. Common Stock"
STZ.B,"Constellation Brands, Inc. Common Stock"
SU,Suncor Energy  Inc. Common Stock
SUI,"Sun Communities, Inc. Common Stock"
SUI$A,"Sun Communities, Inc. Preferred Series A"
SUM,"Summit Materials, Inc. Class A Common Stock"
SUN,Sunoco LP Common Units representing limited partner interests
SUP,"Superior Industries International, Inc. Common Stock (DE)"
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares
SVU,SuperValu Inc. Common Stock
SWC,Stillwater Mining Company Common Stock ($0.01 Par Value)
SWFT,Swift Transportation Company Class A Common Stock
SWJ,"Stanley Black & Decker, Inc. 5.75% Junior Subordinated Debenture due 2052"
SWK,"Stanley Black & Decker, Inc. Common Stock"
SWM,Schweitzer
SWN,Southwestern Energy Company Common Stock
SWNC,"Southwestern Energy Company Depositary Shares, each representing a 1/20th ownership interest in a share of 6.25% Series B Mandatory Convertible Preferred Stock"
SWX,"Southwest Gas Holdings, Inc. Common Stock"
SXC,"SunCoke Energy, Inc. Common Stock"
SXCP,"SunCoke Energy Partners, L.P. Common Units Representing Limited partner Interests"
SXE,"Southcross Energy Partners, L.P. "
SXI,Standex International Corporation Common Stock
SXL,Sunoco Logistics Partners LP Common Units representing limited partner interests
SXT,Sensient Technologies Corporation Common Stock
SYF,Synchrony Financial Common Stock
SYK,Stryker Corporation Common Stock
SYT,Syngenta AG Common Stock
SYX,Systemax Inc. Common Stock
SYY,Sysco Corporation Common Stock
T,AT&T Inc.
TAC,TransAlta Corporation Ordinary Shares
TAHO,"Tahoe Resources, Inc. Ordinary Shares (Canada)"
TAL,"TAL Education Group American Depositary Shares, each representing 2 Class A common shares"
TAP,Molson Coors Brewing Company Class B Common Stock
TAP.A,Molson Coors Brewing  Company Molson Coors Brewing Company Class A Common Stock
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares
TBI,"TrueBlue, Inc. Common Stock"
TCAP,Triangle Capital Corporation Common Stock
TCB,TCF Financial Corporation Common Stock
TCB$B,TCF Financial Corporation Del Dep Shs Repstg 1/1000 Pfd Ser A
TCB$C,TCF Financial Corporation Perp Pfd Ser B
TCB.W,TCF Financial Corporation TCF Financial Corporation Warrants
TCCA,Triangle Capital Corporation 6.375% Senior Notes due 2022
TCCB,Triangle Capital Corporation 6.375% Notes due 2022
TCI,"Transcontinental Realty Investors, Inc. Common Stock"
TCO,"Taubman Centers, Inc. Common Stock"
TCO$J,"Taubman Centers, Inc. Preferred Shares Series J"
TCO$K,"Taubman Centers, Inc. Preferred Series K"
TCP,"TC PipeLines, LP Common Units representing Limited Partner Interests"
TCRX,"THL Credit, Inc. 6.75% Notes due 2021"
TCRZ,"THL Credit, Inc. 6.75% Notes due 2022"
TCS,Container Store (The) Common Stock
TD,Toronto Dominion Bank (The) Common Stock
TDA,"Telephone and Data Systems, Inc. 5.875% Senior Notes due 2061"
TDC,Teradata Corporation Common Stock
TDE,"Telephone and Data Systems, Inc. 6.875% Senior Notes due 2059"
TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock
TDI,"Telephone and Data Systems, Inc. Sr Nt"
TDJ,"Telephone and Data Systems, Inc. 7% Senior Notes due 2060"
TDOC,"Teladoc, Inc. Common Stock"
TDS,"Telephone and Data Systems, Inc. Common Shares"
TDW,Tidewater Inc. Common Stock
TDY,Teledyne Technologies Incorporated Common Stock
TECK,Teck Resources Ltd Ordinary Shares
TEF,Telefonica SA Common Stock
TEGP,"Tallgrass Energy GP, LP Class A Shares Common Stock"
TEL,TE Connectivity Ltd. New Switzerland Registered Shares
TEN,Tenneco Inc. Common Stock
TEO,Telecom Argentina SA
TEP,"Tallgrass Energy Partners, LP Common Units representing limited partner interests"
TER,"Teradyne, Inc. Common Stock"
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares
TEX,Terex Corporation Common Stock
TFX,Teleflex Incorporated Common Stock
TG,Tredegar Corporation Common Stock
TGH,Textainer Group Holdings Limited Common Shares
TGI,"Triumph Group, Inc. Common Stock"
TGNA,TEGNA Inc
TGP,Teekay LNG Partners L.P.
TGP$A,"Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units, representing limited partner interests"
TGS,Transportadora de Gas del Sur SA TGS Common Stock
TGT,Target Corporation Common Stock
THC,Tenet Healthcare Corporation Common Stock
THG,Hanover Insurance Group Inc
THGA,"The Hanover Insurance Group, Inc. 6.35% Subordinated Debentures due 2053"
THO,"Thor Industries, Inc. Common Stock"
THR,"Thermon Group Holdings, Inc. Common Stock"
THS,"Treehouse Foods, Inc. Common Stock"
TI,Telecom Italia S.P.A. New
TI.A,Telecom Italia S.P.A. New
TIER,"TIER REIT, Inc. Common Stock"
TIF,Tiffany & Co. Common Stock
TIME,Time Inc. Common Stock
TISI,"Team, Inc. Common Stock"
TJX,"TJX Companies, Inc. (The) Common Stock"
TK,Teekay Corporation Common Stock
TKC,Turkcell Iletisim Hizmetleri AS Common Stock
TKR,Timken Company (The) Common Stock
TLK,"PT Telekomunikasi Indonesia, Tbk"
TLLP,Tesoro Logistics LP Common Units representing Limited Partner Interests
TLP,TransMontaigne Partners L.P. Transmontaigne Partners L.P. Common Units representing limited partner interests
TLRD,"Tailored Brands, Inc. Common Stock"
TLYS,"Tilly's, Inc. Common Stock"
TM,Toyota Motor Corporation Common Stock
TMHC,Taylor Morrison Home Corporation Class A Common Stock
TMK,Torchmark Corporation Common Stock
TMK$B,Torchmark Corporation 5.875% Junior Subordinated Debenture due 2052
TMK$C,Torchmark Corporation 6.125% Junior Subordinated Debentures due 2056
TMO,Thermo Fisher Scientific Inc Common Stock
TMST,Timken Steel Corporation Common Shares
TNC,Tennant Company Common Stock
TNET,"TriNet Group, Inc. Common Stock"
TNH,"Terra Nitrogen Company, L.P. Common Units"
TNK,Teekay Tankers Ltd.
TNP,Tsakos Energy Navigation Ltd Common Shares
TNP$B,Tsakos Energy Navigation Ltd Red Perp Pfd Ser B% (Bermuda)
TNP$C,Tsakos Energy Navigation Ltd 8.875% Series C Preferred Cumulative Redeemable Perpetual Preferred Shares
TNP$D,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares
TOL,Toll Brothers Inc. Common Stock
TOO,Teekay Offshore Partners L.P. Common Units representing Limited Partner Interests
TOO$A,Teekay Offshore Partners L.P. 7.25% Series A Redeemable Preferred Units
TOO$B,"Teekay Offshore Partners L.P. 8.50% Series B Cumulative Redeemable Preferred Units, representing limited partner interests"
TOT,Total S.A.
TOWR,"Tower International, Inc. Common stock"
TPB,"Turning Point Brands, Inc. Common Stock"
TPC,Tutor Perini Corporation Common Stock
TPH,"TRI Pointe Group, Inc. Common Stock"
TPL,Texas Pacific Land Trust Common Stock
TPRE,Third Point Reinsurance Ltd. Common Shares
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock
TPVZ,TriplePoint Venture Growth BDC Corp. 6.75% Notes due 2020
TPX,"Tempur Sealy International, Inc. Common Stock"
TR,"Tootsie Roll Industries, Inc. Common Stock"
TRC,Tejon Ranch Co Common Stock
TRCO,Tribune Media Company Class A Common Stock
TREC,Trecora Resources Common Stock
TREX,"Trex Company, Inc. Common Stock"
TRGP,"Targa Resources, Inc. Common Stock"
TRI,Thomson Reuters Corp Ordinary Shares
TRK,"Speedway Motorsports, Inc. Common Stock"
TRMR,"Tremor Video, Inc. Common Stock"
TRN,"Trinity Industries, Inc. Common Stock"
TRNO,Terreno Realty Corporation Common Stock
TRNO$A,Terreno Realty Corporation Preferred Shares Series A
TROX,Tronox Limited Ordinary Shares Class A $0.01 par
TRP,TransCanada Corporation Common Stock
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares
TRR,"TRC Companies, Inc. Common Stock"
TRTN,Triton International Limited Common Shares
TRU,TransUnion Common Stock
TRV,"The Travelers Companies, Inc. Common Stock"
TS,Tenaris S.A. American Depositary Shares
TSE,Trinseo S.A. Ordinary Shares
TSLX,"TPG Specialty Lending, Inc. Common Stock"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.
TSN,"Tyson Foods, Inc. Common Stock"
TSNU,"Tyson Foods, Inc. Tangible Equity Unit 1 Prepaid Stock Purchase Contact & 1 Sr (Amortorizing NT)"
TSO,Tesoro Corporation Common Stock
TSQ,"Townsquare Media, Inc. Class A Common Stock"
TSS,"Total System Services, Inc. Common Stock"
TSU,TIM Participacoes S.A. American Depositary Shares (Each representing 5 Common Shares)
TTC,Toro Company (The) Common Stock
TTI,"Tetra Technologies, Inc. Common Stock"
TTM,Tata Motors Ltd Tata Motors Limited
TU,Telus Corporation Ordinary Shares
TUP,Tupperware Brands Corporation Common Stock
TV,Grupo Televisa S.A. Common Stock
